Пол;Паспорт_год;СНИЛС_число;Симптомы_хэш;Врач_ID;Дни_визита;Анализы_хэш;Дни_анализов;Стоимость_число;Карта_BIN
1;24;77997995546;979460204;53;25;704211665;26;5150;548673
1;20;37788925575;2263087449;44;4;1053965604;6;2700;462204
1;23;35733221468;2391349207;50;19;4089238892;21;1750;220014
1;23;39240758196;2308805359;15;5;4078307318;5;1750;220005
1;6;90104328950;166415137;15;4;815115276;5;3400;462729
1;23;85188888077;1358833810;42;11;3495449363;11;1400;415428
1;19;40345054129;1847980543;30;28;3294976441;31;1650;463027
0;25;1658202940;3132369833;8;4;3495449363;5;1400;548699
0;12;86814473952;285245067;14;4;1978079573;4;600;510003
1;23;67866912578;1720483841;21;15;1939148263;17;600;220004
0;24;71313330059;1642056960;14;15;3019465936;16;424;220006
1;14;61559222040;2745631069;30;15;2916976749;16;1131;220007
0;24;91216558594;631635885;23;14;2626804541;16;9068;220002
0;78;16940974916;1603779101;3;15;3004240050;16;3626;220005
1;16;49733484339;2427771351;44;15;1513387560;16;3300;220008
0;25;57120826776;3132826993;23;20;1019998853;23;9000;510003
1;92;87287431555;493978685;41;25;1515093391;26;800;510002
0;16;96507527340;3559651551;0;8;733370363;10;1750;463027
0;24;91216558594;2161429762;15;7;1870460287;10;3400;427901
1;23;39240758196;1549253427;47;18;3495449363;19;1400;220005
0;25;60529751696;830387734;3;13;1242382858;17;3400;220004
1;99;26567661822;885870647;50;18;925039077;20;3500;220014
0;78;16940974916;3132369833;42;14;3495449363;14;1400;447520
0;20;69166978474;982408103;34;18;1837694195;18;3500;462204
0;19;27028951785;1720483841;44;13;494303515;14;3171;397879
0;24;91216558594;1549253427;49;13;3495449363;13;1536;325730
0;23;54033173949;1549253427;25;11;3495449363;11;1400;220005
0;23;54033173949;656854404;48;13;1531816353;13;3500;415374
0;24;95900109408;2499026580;14;25;1978079573;25;600;447520
1;23;8386379416;3619880217;41;21;1978079573;21;600;220006
1;21;49361832417;2049534275;31;28;1515093391;30;800;220014
0;12;86814473952;2317067454;18;19;1094019745;18;1750;220004
1;3;48467737856;2004327946;28;28;163398045;31;1750;463027
0;16;96507527340;3037926717;21;25;3495449363;26;1400;220006
1;92;87287431555;2263087449;13;20;3495449363;23;1400;415374
0;25;1658202940;2263087449;42;4;3495449363;4;1400;220004
1;23;35733221468;285245067;5;4;3495449363;4;1400;437772
1;23;73829973768;317785800;18;25;3495449363;26;1400;220002
0;20;87603859755;528139998;23;0;2333901969;2;13250;220005
0;56;72434266183;3458713082;9;1;1688669251;2;800;427644
1;23;35733221468;1358833810;39;11;2079602041;11;600;548673
1;17;53462475190;2263087449;49;11;1978079573;12;600;415374
1;17;60937966034;2756615127;22;4;2164581433;5;2450;415374
0;23;25134125224;2341420833;29;5;1978079573;6;600;548673
1;22;50166229971;1793831943;28;17;1978079573;19;600;548673
1;22;56982658543;1549102550;28;26;1358833810;27;1750;447520
0;23;66711684521;3450282968;14;27;3495449363;27;1400;220014
0;25;1658202940;285245067;49;29;3495449363;31;1400;510002
0;24;49027874216;1113274541;34;22;2448864792;24;1750;548699
1;21;83908470034;3619880217;22;22;1473805615;24;800;510002
0;20;87603859755;1358833810;27;25;1503107880;26;800;447520
0;18;62553456925;3377130313;31;7;2814440693;10;1650;415374
1;26;51332325091;3132369833;35;12;1963291460;16;600;510020
1;14;47276635655;2252584194;48;12;3290659648;12;4450;220004
1;19;40345054129;4107726383;10;4;2565377477;5;1650;415374
1;15;35182337470;2906198743;53;11;1500971980;11;1650;462729
1;23;86353654132;623499851;15;7;2605461256;9;3019;220005
1;23;81561497819;1549253427;44;7;3495449363;9;1325;510020
1;23;8386379416;4115330249;33;18;3423310095;19;2438;220008
0;23;44565574314;3776528594;23;25;2702192939;26;6047;447520
1;17;60937966034;3294976441;44;12;1144440112;12;2100;463027
0;19;51712368568;1335636618;6;0;3621833135;2;5150;220007
0;23;45711436415;1812971082;25;21;3495449363;23;-352;381797
1;19;60964186004;2728899907;33;28;1358833810;31;2982;287210
0;23;52317400785;1627076644;11;25;1061839201;26;1578;532157
0;20;87603859755;1330563016;12;15;183228603;17;4688;340281
0;56;72434266183;4064782988;3;27;1992270886;27;2800;437772
0;20;69166978474;1352388818;34;0;2448864792;3;1750;510002
0;15;91545226704;1488976367;22;18;1823983646;18;3400;427644
1;14;96325953244;493978685;44;29;28138944;31;2100;220014
1;13;676267659;1358833810;1;25;3628051084;26;1400;220004
1;25;29620153371;3458713082;31;11;1527204270;12;800;220014
0;25;1658202940;2609698579;6;25;1060786357;25;3400;220005
1;22;86879374102;1549253427;17;18;1978079573;18;600;220004
1;8;26025634245;1720483841;31;27;1978079573;27;600;427683
0;15;91545226704;1909558739;0;1;733370363;3;1750;220005
0;25;8214862865;3522053771;44;6;3981121942;6;1650;220006
0;15;91545226704;4070892855;21;25;1978079573;25;600;220004
1;2;44665743722;2499026580;22;16;3495449363;18;1400;427901
1;23;35733221468;493978685;19;19;3495449363;20;1400;220005
0;24;84282417209;363319666;22;7;176207366;10;2450;462204
0;16;64600522531;2765801553;23;4;3566371653;4;3300;463027
1;23;65316111424;1766416860;40;14;3495449363;17;1400;462204
0;20;63373456697;2180236878;32;18;3712679790;20;3500;463027
0;12;26043328979;1606206152;31;8;3260854660;10;11500;220004
1;25;29620153371;1087711051;35;0;2923831554;3;1750;220006
0;78;16940974916;609363162;19;19;867080846;20;11500;447520
0;25;60529751696;2565925999;36;11;3310694315;13;3300;521324
0;16;96507527340;3667162096;28;6;3103257965;6;3500;220005
0;22;43744701284;898103851;3;13;1897374757;13;1750;220005
0;19;79729659096;2341420833;44;28;1515093391;30;800;510126
1;23;81561497819;3229797290;46;28;3185513254;31;1750;220008
0;22;99809402476;318944160;8;13;3544817261;17;1400;220002
1;23;54885102719;318944160;17;18;2152489634;19;600;437772
1;25;99586693424;92194953;4;4;1926527079;4;10650;462204
0;24;91216558594;3066118668;29;25;1978079573;25;600;510002
0;20;87603859755;3451187948;51;14;2631232912;17;2103;462204
0;18;90744410748;2024267080;23;14;2503425421;16;8618;220007
0;18;68064940826;2064033529;35;14;2906002806;16;4928;415374
1;25;68088858009;1919734606;17;15;2628857545;17;2648;220004
1;18;40858877027;1120698497;8;18;1515093391;19;800;220004
0;77;12075011097;1081344588;10;29;563674975;31;3300;427644
1;23;85188888077;2468235287;23;25;977426899;26;1750;510002
0;49;88210099605;2945750900;10;24;3840846295;25;3400;220007
0;25;60529751696;2142322013;31;14;2788563690;16;5250;220005
0;24;29955620541;1833186055;21;26;1837694195;27;3500;220014
0;7;6990162797;2270228483;6;6;3660982598;7;1650;437772
0;24;29955620541;869551971;4;18;412062832;18;10750;553691
1;24;518449834;3458713082;1;20;3495449363;20;1400;427644
0;19;56238692220;1258367645;15;25;1870460287;26;3400;510020
1;15;60260647457;477692193;20;20;867080846;20;11500;220005
0;23;54033173949;3559171996;12;0;1378549888;3;3400;510020
0;49;88210099605;440198115;12;25;3591839647;26;3500;521324
0;24;84282417209;2992271968;15;5;2947699300;6;1650;463027
0;40;25657337695;2304945257;5;4;3495449363;5;1400;510002
0;26;35003315168;2256342490;3;0;1096459434;3;1500;220004
1;22;45007393539;1950565118;38;22;3495449363;23;1400;415428
0;32;32012467568;1470141185;10;18;455630271;19;3300;510002
0;21;43416518264;1549253427;21;8;3495449363;9;2048;329952
0;17;87249466569;493978685;11;14;3000153900;17;1029;330090
0;18;72198642948;1466993011;19;14;3718230171;16;6003;302178
0;17;75378651213;1708990327;33;27;3423310095;30;3500;437772
0;18;53495266062;2758001344;44;8;3495449363;10;1400;510003
0;21;44117464303;2268391520;30;18;3495449363;18;1400;510002
0;38;56560210603;1736812109;28;21;4211359418;23;4450;437772
1;23;77781971886;1994489152;28;7;183228603;10;1650;447520
0;20;47228200570;966023179;26;18;2486012494;19;1650;548699
0;56;72434266183;285245067;16;18;3495449363;19;1400;220009
0;19;94484631244;1232588282;15;8;2356530814;10;3300;546938
1;17;60937966034;3619880217;43;11;1978079573;12;600;427683
0;25;60529751696;285245067;44;22;3495449363;23;1400;437772
1;19;96475987601;3132369833;32;4;3495449363;4;1400;220004
1;21;5302146503;1567706958;9;20;1978079573;20;600;427644
0;21;73928557453;493978685;44;14;1686619247;16;2450;548699
1;22;10967899422;3060154214;23;29;2157431313;30;11500;427644
1;17;60937966034;389979431;44;25;2149578043;26;600;220002
0;20;71369594430;1496233104;11;25;3014476582;26;1650;220005
0;23;25134125224;1549253427;44;21;2513150600;22;4000;415374
0;32;29483615265;2525291744;0;1;3842323364;2;1650;427644
0;20;43314863360;1790407589;0;25;2180719272;27;1650;220014
1;20;21828883943;1691149092;39;1;1515093391;3;800;447520
0;24;95900109408;1933518314;21;11;578132494;12;9000;220007
0;77;12075011097;1720483841;29;6;1978079573;6;600;548699
1;17;53462475190;1120698497;45;0;3486176721;3;1400;437772
1;23;54885102719;272193103;34;22;1865412249;23;1750;463027
0;11;43820957433;2499026580;49;29;3417870178;31;1400;427644
0;32;53120103552;2233175799;11;28;3756904990;31;3300;220006
0;16;75838663951;2296524007;36;28;2268108743;30;4400;220007
0;17;80643784628;1549253427;9;27;1978079573;28;600;220005
0;15;3886086800;788990320;3;14;2879737756;17;4300;462729
1;21;49361832417;3450282968;8;13;3368645107;16;2114;341498
0;19;51712368568;3449417749;0;14;2661300219;16;1235;340082
1;17;53462475190;2634035096;10;20;2565377477;21;3049;288909
0;24;77387214848;1358833810;44;8;3237531546;9;4622;354478
1;23;73829973768;2263087449;13;1;2489683936;3;2998;313881
1;24;518449834;1358833810;31;25;1978079573;26;600;220014
0;11;81794695466;1549253427;21;18;3495449363;20;1400;415428
1;21;82278248927;4068629383;15;13;2077288530;16;4400;220009
1;23;39240758196;3367497576;53;18;1500971980;19;1650;553691
1;21;82278248927;2346003689;19;25;4201805851;26;12500;220003
1;23;67866912578;2118166552;22;8;507256090;10;3400;427901
0;1;23578452194;2152311175;25;10;3907066502;12;1750;220003
1;23;39240758196;1729189550;32;4;1515093391;5;800;427644
0;24;95900109408;1517383596;18;15;770997267;17;10750;220006
0;24;29955620541;3066118668;8;26;3495449363;27;1400;415374
1;22;10967899422;3187685418;0;4;1879325320;4;3400;427644
1;15;35182337470;389979431;25;20;3495449363;20;1400;510020
0;19;27028951785;3539999271;53;18;4167899598;18;1750;220005
0;7;6990162797;3619880217;42;4;1515093391;5;800;220004
1;25;46118028895;1537413798;23;28;2535597170;28;20500;462729
1;33;72420615664;1851667999;12;28;3776528594;30;1750;220003
0;23;67742030884;2142519757;14;29;1515093391;30;800;427644
1;15;35660811556;2470088184;53;28;1459522939;31;3400;220005
0;77;12075011097;1782615137;4;4;3768445873;5;3500;510002
0;23;55321701518;2205127868;20;25;1549253427;25;9000;220008
1;16;67201923941;2423765115;44;14;3631468527;16;4150;220007
0;19;90472984169;2868045241;33;28;2357319430;30;2450;220009
1;18;65621167611;2210251510;36;14;3103530973;16;4112;362402
1;17;63366854893;2228847244;37;15;3167781074;16;3073;346987
0;17;72092105511;1458489668;17;14;3730865272;16;2833;321498
0;17;91741011980;1358833810;8;4;3095965945;4;1506;273027
1;2;44665743722;3799339647;2;12;1978079573;13;600;415374
0;23;73203093755;3799339647;16;0;2200896807;2;3563;375049
0;19;94484631244;3066118668;49;18;2653312320;19;1156;330597
0;24;29955620541;2809431405;28;19;2730417111;20;863;400128
0;16;96507527340;1120698497;29;18;3136266915;18;3234;400056
0;25;57120826776;522758616;22;-1;1522622575;2;3400;220014
0;24;84282417209;2807453054;9;14;2558689719;17;3400;220007
0;21;43416518264;498164720;1;17;1587608578;18;3400;220004
1;21;82278248927;3125292922;26;13;2421235286;17;4400;220007
1;18;90421776288;2512914990;26;13;2872202556;15;11500;462204
1;37;78068671755;1667609170;48;16;3201607112;18;3473;427644
1;15;39528193946;2263087449;44;16;2554714033;18;2834;510126
1;14;55313280862;3924776790;53;7;869004796;10;3300;510126
0;32;15424436928;2820739233;4;21;2270066474;24;3300;548673
1;7;29704111436;2266062335;7;14;3191699041;14;1750;510126
1;23;56273857180;1786001543;10;8;455630271;10;3300;220005
1;43;33536536222;2642139137;36;21;740249163;24;2750;220004
0;15;3886086800;471136496;4;25;3317746944;26;1650;427901
0;20;71369594430;1544228917;34;4;2336483593;4;1750;462729
1;19;40345054129;3132369833;44;14;2126192448;16;2250;427683
0;56;72434266183;1736083066;0;22;3261154660;24;1650;510126
1;19;96475987601;124332046;48;29;1202569375;31;950;427644
1;24;72675433665;1512565027;29;15;1897374757;16;1750;220004
0;14;58144963940;2475629694;23;12;1358833810;13;1750;437772
0;11;45384757895;1636771734;30;1;2031531650;0;1200;220004
0;21;67269487291;2256475819;28;0;578132494;3;9000;220008
0;25;42318037272;1705648213;15;25;697716869;26;1750;532301
1;14;80157164780;3653854349;16;13;1515093391;14;800;220007
0;24;29955620541;3813496391;4;11;3636002461;12;1750;427644
1;43;22310592718;603696552;15;7;1089213739;7;1750;220002
0;24;84282417209;1120698497;49;21;3495449363;24;1400;220007
1;52;284276224;3619880217;1;21;3495449363;24;1400;415374
0;24;91216558594;620318108;4;18;412062832;18;10750;220006
0;24;68157981252;1120698497;16;5;1978079573;6;600;510020
1;25;29620153371;1120698497;40;15;1978079573;17;600;427683
1;19;81617773554;1291846395;20;11;345888603;12;20500;220006
1;26;46483214882;2321138352;12;18;1830748423;19;3400;510002
1;8;26025634245;4070892855;5;8;1515093391;10;800;220008
0;64;3242044800;3599467337;19;27;3203430331;28;14250;548699
1;21;16328708376;2250346828;15;25;3987034459;25;3400;427644
0;25;60529751696;1720483841;44;11;884343042;12;1800;220009
0;22;62925188113;3870231322;15;12;103183230;13;4400;437772
1;95;4177656167;3450282968;44;13;20007524;17;2000;447520
1;52;284276224;99443002;44;11;2897352777;11;4689;510003
0;25;42069694293;1549253427;15;16;2921973310;18;2665;546938
0;20;71369594430;285245067;15;15;3229145890;17;2377;220002
1;17;53462475190;26078725;27;14;3052655785;16;10750;415374
1;24;77997995546;1531816353;27;14;2757874710;16;11750;463027
0;19;56238692220;3104040663;25;13;3099093784;17;3300;220002
1;15;16591520177;3458713082;21;-1;3495449363;2;435;304881
0;22;53379583475;1869420690;22;28;3495449363;30;1645;315410
1;26;72859603614;2224768635;27;25;3495449363;25;1400;462204
1;20;41061175223;2937091371;16;13;1515093391;14;800;220007
0;23;44565574314;1451605270;10;4;3316570995;4;1650;220014
0;24;77387214848;2788982966;10;0;276875094;0;1650;220003
1;14;41904966395;285245067;44;20;1515093391;20;800;220004
1;18;40858877027;1120698497;44;13;3981121942;14;1650;415374
0;20;47228200570;1358833810;9;19;3495449363;19;1400;220002
1;25;33800545250;285245067;25;11;1515093391;12;800;220004
0;20;19918081216;2526481510;33;22;1358833810;23;1750;415374
0;19;51712368568;3132369833;29;26;3495449363;26;1400;532301
1;22;53084171926;2004205675;28;25;3495449363;25;1400;437772
0;20;51415584430;2659842443;35;28;4112013189;31;3150;427901
1;21;52746531701;2287868727;35;28;1978079573;31;600;220006
1;17;68178330930;3220079116;30;26;2448864792;25;1750;220007
1;24;46220310175;1511017789;31;21;1358833810;23;1750;427901
1;10;66618892455;2341420833;40;18;3495449363;18;1400;427901
1;23;86353654132;3103254247;17;6;1515093391;9;800;510003
0;56;72434266183;3103254247;41;4;3495449363;4;1400;220014
1;15;60260647457;3799339647;39;28;3495449363;31;1400;437772
1;22;10967899422;3654596062;4;22;3869357384;24;1650;546938
1;17;53462475190;1978079573;30;4;3907066502;4;1750;220004
1;95;4177656167;3187685418;0;27;946240398;27;3300;220004
0;56;72434266183;2243796008;3;22;3996623435;24;3500;220004
1;14;41904966395;4029846634;0;4;3378090892;4;3400;220002
1;3;48467737856;3799339647;52;1;3495449363;3;1400;415374
1;21;16328708376;1623437634;15;18;2979663232;19;1650;427901
0;24;68157981252;804697163;44;21;3631468527;21;4150;220006
1;16;52696101725;2702795988;27;25;1515093391;26;800;220014
1;23;34046058667;1396881468;36;4;1515093391;6;800;462204
0;53;94870605649;1696871344;6;15;3660982598;16;1650;220003
1;23;67866912578;1567706958;24;13;3495449363;14;1382;363098
0;52;97179110036;1470647917;53;29;3566371653;31;5600;339009
1;52;284276224;389979431;45;0;3495449363;0;583;471663
0;20;19918081216;537253677;7;11;1964289183;13;1750;220005
1;6;90104328950;3070518654;44;5;2937959895;4;1650;447520
0;19;51712368568;3974816581;30;13;2871087259;17;2350;510126
1;25;63620501558;4228119913;15;13;1965217256;16;1650;548673
1;24;77997995546;4245765900;28;1;2730363724;2;1650;220005
1;0;23386559699;1549253427;13;25;1518064744;26;800;510002
0;24;84282417209;3458713082;5;0;3495449363;2;1400;447520
0;22;99809402476;2427771351;16;29;1515093391;31;404;304057
0;12;15654527181;3066118668;49;14;3495449363;17;1075;333668
0;12;15654527181;2657339033;9;25;2335340599;26;2972;230432
1;23;67866912578;2628439344;33;28;2594961238;28;3431;294379
0;1;23578452194;2533615354;10;17;2318049688;19;3695;465922
0;17;91741011980;2427771351;21;13;3495449363;13;1400;220006
0;64;3242044800;2427771351;25;4;1978079573;4;600;427901
1;16;85188888077;3205402234;28;26;3380646126;26;1750;220005
0;26;72994938782;526641822;44;4;3631468527;5;4150;220007
1;15;37681511809;2427771351;5;8;3495449363;9;1400;220006
0;16;26025634245;1227162276;46;4;788990320;4;9000;220007
1;23;73829973768;1358833810;44;12;1647711163;12;2500;220003
1;24;22068155846;1549253427;45;12;1515093391;12;800;220014
0;19;94484631244;1358833810;42;7;3495449363;7;1400;220014
1;19;96475987601;3619880217;49;11;3495449363;11;1400;447520
0;17;91741011980;1521679316;11;11;3132369833;12;1650;220004
0;1;44531144247;2143371241;20;14;3352643937;16;1400;462204
1;16;78550250100;2942891483;30;15;3440926418;17;146;220007
0;17;78927726235;1674977098;21;15;3651370596;17;4013;220009
1;17;80160961339;2864883145;24;16;2966378348;18;1579;220004
0;25;57120826776;1120698497;9;4;1515093391;5;740;206381
1;28;60885290346;2419750163;5;15;3495449363;17;1497;346694
0;34;55710077274;1938008593;12;8;409018940;9;2713;324226
1;16;52163359864;2765676923;33;29;1549253427;31;3925;232253
0;23;73203093755;1800706028;13;26;1515093391;27;427;326537
0;14;41614150939;2499026580;14;8;1515093391;10;800;427901
0;37;66398872518;3103254247;44;11;494303515;12;3100;220006
0;33;32299816438;2677984394;23;0;3658436666;2;10650;521324
0;30;46923119360;4125058852;20;0;3453310661;3;1750;220007
1;34;58595581674;4070892855;41;26;3495449363;26;1400;553691
0;15;3886086800;2239456072;44;22;3004325808;23;2850;510043
1;23;39240758196;631635885;23;4;1419601850;4;1750;220007
1;14;80157164780;3496355140;44;29;374702076;31;2250;510002
0;24;29955620541;3295111336;36;4;3936987805;4;4400;427644
1;25;29620153371;285245067;25;18;1515093391;19;1268;334028
0;24;75102932169;2218024290;19;18;1272066540;19;5738;331071
0;24;84282417209;1603779101;3;22;1151001901;24;2650;304186
1;22;38433760707;2007154477;26;20;3495449363;21;854;403847
1;31;29294338679;2009433166;24;4;659600525;5;3767;313980
1;29;29158908359;2564819596;25;0;688455807;3;3545;343409
0;24;66777096556;2088340935;32;14;3495449363;16;1400;447520
1;20;78816093050;3066118668;49;13;3726062176;16;1400;447520
1;17;53462475190;1120698497;1;16;2058880544;17;600;220007
1;23;8386379416;3108262560;4;15;2727847989;16;3400;427683
0;78;16940974916;3042286232;22;21;2158237548;24;1500;548673
0;19;51712368568;3619880217;44;19;3544119121;20;4150;220014
0;24;95900109408;2026401606;25;11;494303515;11;3100;220004
0;29;37449330934;3066210950;28;4;4292659633;5;3300;220014
1;23;60684411194;2027340082;33;11;1978079573;12;600;510003
1;17;35733221468;177336994;10;5;4064782988;5;1650;220007
1;15;54110825542;3103254247;32;20;3495449363;20;1400;220006
1;27;16176880293;1120698497;49;1;3495449363;3;1400;415374
1;26;25534192873;3653854349;44;11;1978079573;11;600;427901
1;16;49733484339;3653854349;17;28;1515093391;31;363;373406
0;20;41318191504;2653373672;14;7;3724089974;9;2068;348986
1;25;23640953700;1557349302;39;1;1978079573;2;880;400676
1;14;37487768125;1510786787;31;8;3260854660;10;11500;427683
1;23;30637306662;1377814442;33;4;1978079573;4;600;220005
1;24;25134125224;3066118668;21;12;1515093391;12;800;220005
1;33;21372138633;285245067;41;19;3495449363;20;1063;464824
1;38;26557676930;2952391343;4;12;1691860079;12;3206;384281
0;21;43744701284;714069859;34;0;1837694195;0;2304;222648
0;53;94870605649;426954309;11;7;2858653052;9;2085;371242
0;25;57120826776;3450282968;31;13;2984237760;15;2858;320481
0;12;25534192873;3132369833;29;13;3344453072;16;2653;236613
0;11;72994938782;730518668;10;13;3132889744;15;1650;220003
0;64;3242044800;1120698497;31;4;3495449363;4;1400;463027
1;22;83933529034;2239456072;9;20;3495449363;21;1400;220002
0;25;16447764681;1718015133;28;4;2765219328;5;1750;220008
1;17;76101774059;2315062641;29;15;3147693617;16;2981;220004
1;16;74267948860;2653799569;33;15;2924150012;16;3479;220009
1;21;57589271095;1533870368;31;14;3427794295;16;2211;510003
1;17;82663628370;2704212219;25;16;2955819715;17;1740;220005
0;23;60577378801;1770254326;19;28;2130420512;30;3400;220014
0;31;44697283238;1696786513;26;4;3096184040;4;3550;220002
1;17;60937966034;2789487423;30;29;1584564729;31;800;220006
1;23;42735215314;1622785449;39;1;2728909103;3;3700;220004
0;24;50881249396;2248242450;22;18;2772477085;19;1750;220006
1;20;42077079839;2088251795;24;20;2878493797;20;1650;220006
0;14;55445189511;3132369833;42;27;3495449363;30;1400;220006
0;18;45433955080;2326969507;30;18;3219130793;18;2250;510002
1;25;31302337840;2472035643;36;18;1051800548;19;1650;220004
0;25;59622493270;2385150082;5;25;3495449363;26;1400;220006
1;18;71638137784;2410473151;43;29;1515093391;30;800;510043
1;23;41656556297;2376724337;44;18;3981121942;19;1547;220009
1;16;49733484339;3108218009;53;11;3184051560;12;3167;220006
0;18;39735989370;1094649427;53;26;3184051560;27;4124;220009
0;12;25534192873;3636002461;44;1;20007524;3;2000;220014
1;24;518449834;2263087449;41;0;1515093391;0;800;220007
0;99;14596422994;332425551;7;28;3842323364;30;1650;220008
0;18;39735989370;285245067;9;8;3495449363;9;1400;220002
1;21;82278248927;2427771351;41;4;3495449363;4;1502;427683
1;24;77997995546;2427771351;32;25;1978079573;26;1192;220004
1;22;18156326877;869551971;4;8;3869357384;9;3217;220003
1;22;86879374102;285245067;44;18;1647711163;19;1508;427901
1;95;4177656167;2586226465;28;15;3813496391;16;1750;220014
1;23;8386379416;3458713082;25;11;3495449363;11;1400;427683
1;21;82278248927;2812512821;30;8;3907066502;10;1750;220002
1;23;58971480259;3066118668;44;7;2031531650;7;1200;427644
1;25;99586693424;2301498060;51;29;4068292810;30;14250;427644
1;7;60480589293;317785800;44;4;3981121942;5;1650;548699
0;12;86814473952;906276395;4;0;124332046;2;1750;220002
1;25;63620501558;276875094;44;4;1515093391;6;800;462729
0;20;87603859755;2546188329;19;25;641931462;26;9809;220005
1;24;45050817236;2126315309;35;12;1978079573;13;352;415374
1;22;67864097257;2333318075;28;0;3495449363;3;1174;521324
0;23;34546160219;2733226153;31;8;3907066502;10;1750;220007
1;29;51573190655;2855217412;21;22;276875094;24;1650;220004
1;16;49733484339;3458713082;44;13;1978079573;17;600;427644
1;14;80157164780;2941178618;28;4;1162395272;3;3500;427644
1;8;57244617604;493978685;44;18;1515093391;18;800;220004
1;18;59025176292;1462598417;23;14;1419601850;14;1750;447520
1;21;49361832417;2499026580;40;26;3495449363;26;1400;510043
1;15;60260647457;3898141219;11;4;977426899;5;1750;220009
0;99;35023850343;785610514;19;19;2782239841;20;9000;220004
1;18;48860698381;2032466052;37;1;3294976441;2;1650;220005
0;27;61498670141;2693196208;22;10;285245067;12;9000;220005
1;25;29620153371;1542203824;35;0;3495449363;2;1400;521324
1;14;6670336266;1120698497;52;1;1978079573;2;600;415374
1;18;59025176292;2239456072;42;28;3495449363;31;1400;437772
1;25;99586693424;2320105204;29;15;1795324756;17;800;220008
0;11;81794695466;3608873282;20;13;1606905389;16;9000;220006
1;18;36170617165;3132369833;26;27;1515093391;27;800;463027
0;22;62925188113;3450282968;47;7;3495449363;9;1400;220007
0;49;88210099605;2778966702;28;18;1414231223;19;1750;220004
0;19;40113598478;1793754948;44;27;2728909103;30;3700;546938
0;37;60919684880;1749205306;21;20;3495449363;23;1400;510003
0;20;19918081216;3596821874;36;28;3913895646;28;1650;521324
1;25;15767647219;3132369833;47;28;3495449363;31;1400;220006
0;20;71369594430;3619880217;14;11;3495449363;11;1400;510043
0;77;12075011097;3132369833;8;11;1978079573;11;600;220014
1;45;83070534983;2341420833;21;29;3495449363;30;1400;463027
1;21;15061853850;285245067;24;7;1515093391;9;800;220003
1;17;60937966034;3679657668;19;20;760707460;20;5250;548701
0;77;12075011097;2427771351;8;4;3495449363;5;1400;415374
1;16;67664047335;3562271639;19;7;3052732124;9;1750;220002
1;31;22124827941;1949497014;0;20;704953227;20;3400;427901
1;22;67554778721;2413522351;37;25;3495449363;26;1400;220004
1;21;26557676930;2341420833;49;0;2572895498;3;1963;414375
1;17;60937966034;808486062;46;19;3306876031;20;4558;271277
0;21;43416518264;3799339647;44;29;2926267092;31;2088;371973
1;14;50666782813;2457702283;33;15;2949052747;16;3374;279892
1;23;42471958548;2641374603;36;29;3316570995;31;2056;373442
1;18;59074843614;2674648421;42;18;1358833810;19;1729;390235
0;18;75026420812;493978685;44;4;1096459434;5;1477;510003
1;43;22310592718;3458713082;26;15;1515093391;17;976;548673
1;18;58193242613;3103254247;39;14;1515093391;16;1658;220014
0;23;89003010263;2263087449;16;29;3495449363;30;1400;427901
