Пол;Паспорт_год;СНИЛС_число;Симптомы_хэш;Врач_ID;Дни_визита;Анализы_хэш;Дни_анализов;Стоимость_число;Карта_BIN
1;19;40345054129;4107726383;10;4;2565377477;5;1650.0;415374
1;15;35182337470;2906198743;53;11;1500971980;11;1650.0;462729
1;23;86353654132;623499851;15;7;2605461256;10;3400.0;220005
1;23;81561497819;1549253427;44;7;3495449363;10;1400.0;510020
1;23;8386379416;4115330249;33;18;3423310095;19;3500.0;220008
0;23;44565574314;3776528594;23;25;2702192939;26;1750.0;447520
1;17;60937966034;3294976441;44;12;1144440112;12;2100.0;463027
0;19;51712368568;1335636618;6;0;3621833135;2;5150.0;220007
0;23;44565574314;3619880217;25;21;3495449363;23;1400.0;447520
1;19;40345054129;4086275848;33;28;1358833810;31;1750.0;510003
0;23;66711684521;1868586427;11;25;1061839201;26;3500.0;220006
0;20;87603859755;1330563016;12;15;183228603;17;1650.0;462729
0;56;72434266183;4064782988;3;27;1992270886;27;2800.0;437772
0;20;69166978474;1352388818;34;0;2448864792;3;1750.0;510002
0;15;91545226704;1488976367;22;18;1823983646;18;3400.0;427644
1;14;96325953244;493978685;44;29;1144440112;31;2100.0;220014
1;13;676267659;1358833810;1;25;3495449363;25;1400.0;220004
1;25;29620153371;3458713082;31;11;1515093391;12;800.0;220014
0;25;1658202940;2609698579;6;25;1060786357;25;3400.0;220005
1;22;86879374102;1549253427;17;18;1978079573;18;600.0;220004
1;8;26025634245;1720483841;31;27;1978079573;27;600.0;427683
0;15;91545226704;1909558739;0;1;733370363;3;1750.0;220005
0;25;8214862865;3522053771;44;6;3981121942;6;1650.0;220006
0;15;91545226704;4070892855;21;25;1978079573;25;600.0;220004
1;2;44665743722;2499026580;29;18;3495449363;18;1400.0;427901
1;23;35733221468;493978685;17;18;3495449363;20;1400.0;220005
0;24;84282417209;363319666;22;7;176207366;10;2450.0;462204
0;16;96507527340;184317007;53;4;3566371653;4;3300.0;463027
1;23;86353654132;285245067;17;15;3495449363;17;1400.0;462204
0;20;87603859755;3113408900;6;20;3712679790;20;3500.0;463027
0;12;25534192873;516433164;27;7;3260854660;10;11500.0;220004
1;25;29620153371;1087711051;35;0;2923831554;3;1750.0;220006
0;78;16940974916;609363162;19;19;867080846;20;11500.0;447520
0;25;60529751696;2565925999;36;11;3310694315;13;3300.0;521324
0;16;96507527340;3667162096;28;6;3103257965;6;3500.0;220005
0;22;43744701284;898103851;3;13;1897374757;13;1750.0;220005
0;19;79729659096;2341420833;44;28;1515093391;30;800.0;510126
1;23;81561497819;3229797290;46;28;124332046;31;1750.0;220008
0;22;99809402476;318944160;8;14;3495449363;17;1400.0;220002
1;23;54885102719;318944160;17;19;1978079573;19;600.0;437772
1;25;99586693424;92194953;4;4;1691860079;4;10650.0;462204
0;24;91216558594;3066118668;29;25;1978079573;25;600.0;510002
0;20;87603859755;3451187948;51;22;1992270886;24;2800.0;462204
0;18;39735989370;2708811307;23;21;1419601850;24;1750.0;220007
0;18;39735989370;3306423118;35;14;2031531650;16;1200.0;415374
1;25;99586693424;2239456072;17;0;1978079573;3;600.0;220004
1;18;40858877027;1120698497;8;18;1515093391;19;800.0;220004
0;77;12075011097;1081344588;10;29;563674975;31;3300.0;427644
1;23;85188888077;2255519851;11;26;977426899;26;1750.0;510002
0;49;88210099605;3368570310;6;25;3840846295;25;3400.0;220007
0;25;60529751696;3916458816;22;14;2788563690;16;5250.0;220005
0;24;29955620541;1697877608;34;26;1837694195;27;3500.0;220014
0;7;6990162797;2270228483;6;6;3660982598;7;1650.0;437772
0;24;29955620541;869551971;4;18;412062832;18;10750.0;553691
1;24;518449834;3458713082;1;20;3495449363;20;1400.0;427644
0;19;56238692220;1258367645;15;25;1870460287;26;3400.0;510020
1;15;60260647457;477692193;20;20;867080846;20;11500.0;220005
0;23;54033173949;3559171996;12;0;1378549888;3;3400.0;510020
0;49;88210099605;440198115;12;25;3591839647;26;3500.0;521324
0;24;84282417209;2992271968;15;5;2947699300;6;1650.0;463027
0;25;30098180654;2263087449;5;4;3495449363;5;1400.0;510002
0;20;21372138633;800638730;3;0;1096459434;3;1500.0;220004
1;21;5302146503;493978685;38;22;3495449363;23;1400.0;415428
0;23;54033173949;2952391343;10;18;455630271;19;3300.0;510002
0;21;43416518264;1549253427;21;8;3495449363;10;1400.0;510002
0;19;51712368568;493978685;44;29;1647711163;31;2500.0;220007
0;23;25134125224;60652530;19;14;2649081983;14;15000.0;220005
0;19;56238692220;3224703533;33;27;3423310095;30;3500.0;437772
0;11;11671902247;3066118668;44;8;3495449363;10;1400.0;510003
0;21;43416518264;3579454962;30;18;3495449363;18;1400.0;510002
0;77;12075011097;2995054494;22;21;4211359418;23;4450.0;437772
1;19;96475987601;3220333724;12;7;183228603;10;1650.0;447520
0;20;47228200570;966023179;26;18;2486012494;19;1650.0;548699
0;56;72434266183;285245067;16;18;3495449363;19;1400.0;220009
0;19;94484631244;1232588282;15;8;2356530814;10;3300.0;546938
1;17;60937966034;3619880217;43;11;1978079573;12;600.0;427683
0;25;60529751696;285245067;44;22;3495449363;23;1400.0;437772
1;19;96475987601;3132369833;32;4;3495449363;4;1400.0;220004
1;21;5302146503;1567706958;9;20;1978079573;20;600.0;427644
0;21;73928557453;493978685;44;14;1686619247;16;2450.0;548699
1;22;10967899422;3060154214;23;29;3776592671;30;11500.0;427644
1;17;60937966034;389979431;44;25;1978079573;26;600.0;220002
0;20;71369594430;1496233104;11;25;906276395;26;1650.0;220005
0;23;25134125224;1549253427;44;21;1078486255;23;4000.0;415374
0;96;8240433537;1554439739;0;1;3842323364;2;1650.0;427644
0;25;60529751696;416813310;0;25;2180719272;27;1650.0;220014
1;7;60480589293;3132369833;49;1;1515093391;3;800.0;447520
0;24;95900109408;120952967;3;12;578132494;12;9000.0;220007
0;77;12075011097;1720483841;29;6;1978079573;6;600.0;548699
1;17;53462475190;1120698497;45;0;3495449363;0;1400.0;437772
1;23;54885102719;272193103;34;22;2448864792;24;1750.0;463027
0;24;68157981252;2499026580;49;29;3495449363;31;1400.0;427644
0;24;91216558594;1533997357;11;28;3756904990;31;3300.0;220006
0;22;62925188113;2159412567;36;28;2268108743;30;4400.0;220007
0;24;91216558594;1549253427;9;27;1978079573;28;600.0;220005
0;15;3886086800;788990320;3;14;2879737756;17;4300.0;462729
1;21;49361832417;3450282968;8;5;3495449363;6;1400.0;220004
0;19;51712368568;3449417749;0;4;1922323068;5;3400.0;510020
1;17;53462475190;2634035096;10;20;2565377477;20;1650.0;220005
0;24;77387214848;1358833810;44;8;1978079573;9;600.0;427644
1;23;73829973768;2263087449;13;1;1515093391;2;800.0;220004
1;24;518449834;1358833810;31;25;1978079573;26;600.0;220014
0;11;81794695466;1549253427;21;18;3495449363;20;1400.0;415428
1;21;82278248927;4068629383;15;13;2077288530;16;4400.0;220009
1;23;39240758196;3367497576;53;18;1500971980;19;1650.0;553691
1;21;82278248927;2346003689;19;25;4201805851;26;12500.0;220003
1;23;67866912578;885870647;50;8;507256090;10;3400.0;427901
0;1;23578452194;1429356854;30;12;3907066502;12;1750.0;220003
1;23;39240758196;2263087449;5;4;1515093391;5;800.0;427644
0;24;95900109408;1324284494;3;15;770997267;17;10750.0;220006
0;24;29955620541;3066118668;8;26;3495449363;27;1400.0;415374
1;22;10967899422;3187685418;0;4;1879325320;4;3400.0;427644
1;15;35182337470;389979431;25;20;3495449363;20;1400.0;510020
0;19;27028951785;3539999271;53;18;4167899598;18;1750.0;220005
0;7;6990162797;3619880217;42;4;1515093391;5;800.0;220004
0;20;21372138633;932799095;23;28;2535597170;28;20500.0;462729
1;22;86562422025;3220333724;12;28;3776528594;30;1750.0;220003
0;23;25134125224;3066118668;14;29;1515093391;30;800.0;427644
0;15;91545226704;551708640;53;28;1459522939;31;3400.0;220005
0;77;12075011097;1782615137;4;4;3768445873;5;3500.0;510002
1;14;41904966395;3151545373;20;25;1549253427;25;9000.0;220008
1;22;86562422025;389979431;44;14;3631468527;16;4150.0;220007
1;24;77997995546;1897374757;30;29;3308392174;30;2450.0;220009
0;24;29955620541;3420963976;30;18;1515093391;19;800.0;521324
1;14;96325953244;320390464;11;0;977426899;2;1750.0;462729
0;25;30098180654;29730789;22;8;555046842;10;1750.0;220007
0;17;91741011980;1358833810;8;4;3495449363;5;1400.0;415374
1;2;44665743722;3799339647;2;12;1978079573;13;600.0;415374
0;23;73203093755;3799339647;16;0;3495449363;2;1400.0;462729
0;19;94484631244;3066118668;49;18;1515093391;19;800.0;532301
0;24;29955620541;2809431405;28;19;1414231223;19;1750.0;462204
0;16;96507527340;1120698497;29;18;1515093391;18;800.0;462204
0;25;57120826776;522758616;12;0;1522622575;2;3400.0;220014
0;24;84282417209;2807453054;11;22;1110690680;23;3400.0;220007
0;21;43416518264;498164720;0;4;704953227;5;3400.0;220004
1;21;82278248927;3125292922;15;25;4270028859;25;4400.0;220007
1;18;90421776288;2512914990;23;25;3776592671;26;11500.0;462204
1;37;78068671755;1667609170;48;4;3187804597;4;3500.0;427644
1;23;8386379416;2263087449;44;13;1647711163;14;2500.0;510126
0;20;47228200570;3924776790;53;7;869004796;10;3300.0;510126
0;16;96507527340;560197899;4;21;2270066474;24;3300.0;548673
1;7;60480589293;2933531536;7;14;3191699041;14;1750.0;510126
1;23;85188888077;3907066502;10;8;455630271;10;3300.0;220005
1;43;22310592718;2565925999;36;21;740249163;24;2750.0;220004
0;15;3886086800;471136496;4;25;3869357384;26;1650.0;427901
0;20;71369594430;1544228917;34;4;2448864792;4;1750.0;462729
1;19;40345054129;3132369833;44;14;374702076;17;2250.0;427683
0;56;72434266183;1736083066;0;22;2180719272;23;1650.0;510126
1;19;96475987601;124332046;48;29;1202569375;31;950.0;427644
1;24;77997995546;3316570995;3;14;1897374757;16;1750.0;220004
0;14;55445189511;3444833669;33;13;1358833810;13;1750.0;437772
0;11;11671902247;3066118668;44;0;2031531650;0;1200.0;220004
0;21;73928557453;4218670703;3;1;578132494;3;9000.0;220008
0;25;8214862865;1877192235;11;26;697716869;26;1750.0;532301
1;14;80157164780;3653854349;16;13;1515093391;14;800.0;220007
0;24;29955620541;3813496391;4;11;3636002461;12;1750.0;427644
1;43;22310592718;603696552;15;7;1089213739;7;1750.0;220002
0;24;84282417209;1120698497;49;21;3495449363;24;1400.0;220007
1;52;284276224;3619880217;1;21;3495449363;24;1400.0;415374
0;24;91216558594;620318108;4;18;412062832;18;10750.0;220006
0;24;68157981252;1120698497;16;5;1978079573;6;600.0;510020
1;25;29620153371;1120698497;40;15;1978079573;17;600.0;427683
1;21;16328708376;1291846395;20;11;345888603;12;20500.0;220006
1;37;78068671755;2321138352;12;18;1830748423;19;3400.0;510002
1;8;26025634245;4070892855;5;8;1515093391;10;800.0;220008
0;64;3242044800;3599467337;19;27;3203430331;28;14250.0;548699
1;21;16328708376;2250346828;15;25;3987034459;25;3400.0;427644
0;25;60529751696;1720483841;44;11;884343042;12;1800.0;220009
0;22;62925188113;3870231322;15;12;103183230;13;4400.0;437772
1;95;4177656167;3450282968;44;13;20007524;17;2000.0;447520
1;52;284276224;99443002;44;11;1978079573;11;600.0;510003
0;25;42069694293;1549253427;41;4;3495449363;4;1400.0;546938
0;20;71369594430;285245067;29;11;3495449363;12;1400.0;220002
1;17;53462475190;26078725;33;0;1917512107;0;10750.0;415374
1;24;77997995546;1531816353;19;27;484809826;30;11750.0;463027
0;19;56238692220;3104040663;10;14;3099093784;17;3300.0;220002
1;15;16591520177;3458713082;17;0;3495449363;2;1400.0;510003
0;25;60529751696;285245067;25;27;3495449363;30;1400.0;220006
1;92;87287431555;318944160;39;25;3495449363;25;1400.0;462204
1;15;35182337470;1549253427;16;13;1515093391;14;800.0;220007
0;23;44565574314;1451605270;10;4;3316570995;4;1650.0;220014
0;24;77387214848;2788982966;10;0;276875094;0;1650.0;220003
1;14;41904966395;285245067;44;20;1515093391;20;800.0;220004
1;18;40858877027;1120698497;44;13;3981121942;14;1650.0;415374
0;20;47228200570;1358833810;9;19;3495449363;19;1400.0;220002
1;25;33800545250;285245067;25;11;1515093391;12;800.0;220004
0;20;19918081216;2526481510;33;22;1358833810;23;1750.0;415374
0;19;51712368568;3132369833;29;26;3495449363;26;1400.0;532301
1;22;10967899422;318944160;9;25;3495449363;25;1400.0;437772
0;20;47228200570;2349771741;3;28;4112013189;31;3150.0;427901
1;21;5302146503;2427771351;49;28;1978079573;31;600.0;220006
1;52;284276224;1772499112;34;25;2448864792;25;1750.0;220007
0;21;43416518264;4233663785;34;21;1358833810;23;1750.0;427901
1;10;66618892455;2341420833;40;18;3495449363;18;1400.0;427901
1;23;86353654132;3103254247;17;6;1515093391;9;800.0;510003
0;56;72434266183;3103254247;41;4;3495449363;4;1400.0;220014
1;15;60260647457;3799339647;39;28;3495449363;31;1400.0;437772
1;22;10967899422;3654596062;4;22;3869357384;24;1650.0;546938
1;17;53462475190;1978079573;30;4;3907066502;4;1750.0;220004
1;95;4177656167;3187685418;0;27;946240398;27;3300.0;220004
0;56;72434266183;2243796008;3;22;3996623435;24;3500.0;220004
1;14;41904966395;4029846634;0;4;3378090892;4;3400.0;220002
1;3;48467737856;3799339647;52;1;3495449363;3;1400.0;415374
1;21;16328708376;1623437634;15;18;2979663232;19;1650.0;427901
0;24;68157981252;804697163;44;21;3631468527;21;4150.0;220006
1;16;49733484339;1856959295;44;25;1515093391;26;800.0;220014
1;23;35733221468;1549253427;43;6;1515093391;6;800.0;462204
0;53;94870605649;1696871344;6;15;3660982598;16;1650.0;220003
1;23;67866912578;1567706958;24;13;3495449363;14;1400.0;220006
0;52;97179110036;1470647917;53;29;3566371653;31;3300.0;220003
1;52;284276224;389979431;45;0;3495449363;0;1400.0;427683
0;20;19918081216;537253677;7;13;3516540238;13;1750.0;220005
1;6;90104328950;3070518654;44;4;3981121942;4;1650.0;447520
0;19;51712368568;3974816581;30;15;3261356312;17;2350.0;510126
1;25;63620501558;4228119913;15;14;2947699300;16;1650.0;548673
1;24;77997995546;4245765900;4;0;2600584514;2;1650.0;220005
1;0;23386559699;1549253427;44;25;1515093391;26;800.0;510002
0;24;84282417209;3458713082;5;0;3495449363;2;1400.0;447520
0;22;99809402476;2427771351;16;29;1515093391;31;800.0;510126
0;12;15654527181;3066118668;49;14;3495449363;17;1400.0;462729
0;12;15654527181;597535105;53;26;4130405762;26;3300.0;415374
1;23;67866912578;1593338584;4;26;3869357384;28;1650.0;427901
0;1;23578452194;1549253427;9;18;3495449363;19;1400.0;510020
0;17;91741011980;2427771351;21;13;3495449363;13;1400.0;220006
0;64;3242044800;2427771351;25;4;1978079573;4;600.0;427901
1;23;85188888077;3205402234;28;26;3380646126;26;1750.0;220005
0;11;72994938782;526641822;44;4;3631468527;5;4150.0;220007
0;25;37681511809;2427771351;5;8;3495449363;9;1400.0;220006
1;8;26025634245;1227162276;46;4;788990320;4;9000.0;220007
1;23;73829973768;1358833810;44;12;1647711163;12;2500.0;220003
1;24;22068155846;1549253427;45;12;1515093391;12;800.0;220014
0;19;94484631244;1358833810;42;7;3495449363;7;1400.0;220014
1;19;96475987601;3619880217;49;11;3495449363;11;1400.0;447520
0;17;91741011980;1521679316;11;11;3132369833;12;1650.0;220004
0;1;23578452194;3653854349;8;11;3495449363;12;1400.0;462204
1;17;53462475190;3132369833;19;18;2649081983;18;15000.0;220007
0;23;25134125224;3132369833;16;7;1978079573;9;600.0;220009
1;22;19034043844;1358833810;42;13;1515093391;13;800.0;220004
0;25;57120826776;1120698497;9;4;1515093391;4;800.0;510020
1;16;49733484339;317785800;5;15;3495449363;17;1400.0;427901
0;25;42069694293;2807825625;12;8;409018940;10;5150.0;220006
1;92;87287431555;1291846395;20;29;1549253427;30;9000.0;415374
0;23;73203093755;3132369833;16;26;1515093391;28;800.0;220003
0;14;41614150939;2499026580;14;8;1515093391;10;800.0;427901
0;22;84357978667;3103254247;44;11;494303515;12;3100.0;220006
1;21;32116025607;2677984394;23;0;3658436666;2;10650.0;521324
1;21;16328708376;4125058852;20;0;3453310661;3;1750.0;220007
1;99;26567661822;4070892855;41;26;3495449363;26;1400.0;553691
0;15;3886086800;2239456072;44;22;3004325808;23;2850.0;510043
1;23;39240758196;631635885;23;4;1419601850;4;1750.0;220007
1;14;80157164780;3496355140;44;29;374702076;31;2250.0;510002
0;24;29955620541;3295111336;36;4;3936987805;4;4400.0;427644
1;25;29620153371;285245067;25;18;1515093391;19;800.0;220006
0;24;75102932169;2218024290;19;18;1272066540;19;9000.0;546938
0;24;84282417209;1603779101;3;22;1151001901;24;1650.0;220004
1;21;5302146503;317785800;31;20;3495449363;23;1400.0;462729
1;14;80157164780;933815798;12;4;659600525;5;3400.0;220007
1;22;71859484957;3316570995;3;0;688455807;3;10650.0;415374
0;17;91741011980;3653854349;41;14;3495449363;16;1400.0;447520
1;20;78816093050;3066118668;49;21;3495449363;23;1400.0;447520
1;17;53462475190;1120698497;1;4;1978079573;4;600.0;220007
1;23;8386379416;3108262560;4;0;3255349952;0;3400.0;427683
0;78;16940974916;3042286232;22;21;1096459434;24;1500.0;548673
0;19;51712368568;3619880217;44;18;3631468527;20;4150.0;220014
0;24;95900109408;1792073854;44;11;494303515;11;3100.0;220004
0;52;97179110036;517962477;36;4;4292659633;5;3300.0;220014
1;17;53462475190;2239456072;29;11;1978079573;12;600.0;510003
1;23;35733221468;177336994;10;5;4064782988;5;1650.0;220007
1;79;54110825542;3103254247;32;20;3495449363;20;1400.0;220006
1;23;16176880293;1120698497;49;1;3495449363;3;1400.0;415374
0;12;25534192873;3653854349;44;11;1978079573;11;600.0;427901
1;16;49733484339;3653854349;17;28;1515093391;31;800.0;220007
0;20;69166978474;1902929888;28;6;3724089974;9;3500.0;220008
1;25;63620501558;4070892855;39;0;1978079573;2;600.0;220004
1;14;41904966395;516433164;27;8;3260854660;10;11500.0;427683
1;23;54885102719;2499026580;24;4;1978079573;4;600.0;220005
0;23;25134125224;3066118668;21;12;1515093391;12;800.0;220005
0;20;21372138633;285245067;41;19;3495449363;20;1400.0;463027
1;21;26557676930;2952391343;4;12;1691860079;12;10650.0;437772
0;22;43744701284;714069859;34;0;1837694195;0;3500.0;220003
0;53;94870605649;426954309;11;7;906276395;7;1650.0;427901
0;25;57120826776;3450282968;31;21;1515093391;21;800.0;220005
0;12;25534192873;3132369833;29;15;3495449363;17;1400.0;220006
0;11;72994938782;730518668;10;13;3316570995;13;1650.0;220003
0;64;3242044800;1120698497;31;4;3495449363;4;1400.0;463027
1;22;83933529034;2239456072;9;20;3495449363;21;1400.0;220002
1;15;35182337470;3985032776;28;4;2765219328;5;1750.0;220008
1;22;86562422025;2427771351;29;11;3495449363;11;1400.0;220004
1;23;16176880293;3450282968;24;4;3495449363;4;1400.0;220009
1;23;35733221468;3184051560;50;5;1555686387;6;3400.0;510003
1;21;5302146503;1358833810;3;28;1151001901;31;1650.0;220005
0;20;87603859755;1778520202;53;27;723955478;30;3400.0;220014
0;7;60567303077;947679408;51;4;1490587953;4;3550.0;220002
1;17;60937966034;2341420833;52;29;1515093391;31;800.0;220006
1;23;8386379416;1358833810;44;1;2728909103;3;3700.0;220004
0;19;94484631244;3495622403;6;18;2772477085;19;1750.0;220006
1;23;54885102719;162601606;11;20;2878493797;20;1650.0;220006
0;14;55445189511;3132369833;42;27;3495449363;30;1400.0;220006
0;15;96096262647;1978079573;30;18;3219130793;18;2250.0;510002
0;21;43416518264;517962477;36;18;1051800548;19;1650.0;220004
1;18;36170617165;317785800;5;25;3495449363;26;1400.0;220006
1;5;24473158473;3799339647;43;29;1515093391;30;800.0;510043
1;23;54885102719;1549253427;44;18;3981121942;18;1650.0;220009
1;16;49733484339;3108218009;53;11;3184051560;11;1650.0;220006
0;18;39735989370;1094649427;53;26;3184051560;27;1650.0;220009
0;12;25534192873;3636002461;44;1;20007524;3;2000.0;220014
1;24;518449834;2263087449;41;0;1515093391;0;800.0;220007
0;99;14596422994;332425551;7;28;3842323364;30;1650.0;220008
0;18;39735989370;285245067;9;8;3495449363;9;1400.0;220002
1;21;82278248927;2427771351;41;4;3495449363;5;1400.0;427683
1;24;77997995546;2427771351;32;25;1978079573;26;600.0;220004
1;22;18156326877;869551971;4;8;3869357384;10;1650.0;220003
1;22;86879374102;285245067;44;18;1647711163;18;2500.0;427901
1;95;4177656167;2586226465;28;15;3813496391;16;1750.0;220014
1;23;8386379416;3458713082;25;11;3495449363;11;1400.0;427683
1;21;82278248927;2812512821;30;8;3907066502;10;1750.0;220002
1;23;58971480259;3066118668;44;7;2031531650;7;1200.0;427644
1;25;99586693424;2301498060;51;29;4068292810;30;14250.0;427644
1;7;60480589293;317785800;44;4;3981121942;5;1650.0;548699
0;12;86814473952;906276395;4;0;124332046;2;1750.0;220002
1;25;63620501558;276875094;44;4;1515093391;6;800.0;462729
0;20;87603859755;2546188329;19;25;641931462;26;20500.0;220005
1;24;518449834;2239456072;24;12;1978079573;14;600.0;415374
1;22;71859484957;3799339647;41;0;3495449363;2;1400.0;521324
0;24;75102932169;33308479;30;8;3907066502;10;1750.0;220007
1;19;40345054129;2788982966;10;22;276875094;24;1650.0;220004
1;16;49733484339;3458713082;44;13;1978079573;17;600.0;427644
1;14;80157164780;2941178618;28;4;1162395272;3;3500.0;427644
1;8;57244617604;493978685;44;18;1515093391;18;800.0;220004
1;18;59025176292;1462598417;23;14;1419601850;14;1750.0;447520
1;21;49361832417;2499026580;40;26;3495449363;26;1400.0;510043
1;15;60260647457;3898141219;11;4;977426899;5;1750.0;220009
0;99;35023850343;785610514;19;19;2782239841;20;9000.0;220004
1;10;66618892455;3200852773;30;0;3294976441;2;1650.0;220005
0;23;89003010263;1019998853;4;11;285245067;12;9000.0;220005
1;25;29620153371;3450282968;18;1;3495449363;2;1400.0;521324
1;14;6670336266;1120698497;52;1;1978079573;2;600.0;415374
1;18;59025176292;2239456072;1;29;3495449363;31;1400.0;437772
1;25;99586693424;2320105204;46;11;1515093391;12;800.0;220008
0;11;81794695466;3608873282;33;8;1549253427;9;9000.0;220006
